Heating,Lighting,Cooling,Plug,Ventilation,Other,Consumption,Location,Number of Room,Occupants,Temperature,Humidity,Precipitation,Cloudcover,Visibility,Solarradiation,Solarenergy,Uvindex,Dayindex
17.5,16.375,7.375,11.375,3.25,53.625,109.5,0,0.0,0.0,8.4,75.86,0.0,96.8,24.0,49.0,0.2,0.0,0.6
73.0,18.125,8.125,12.375,3.0,36.375,151.0,0,0.0,0.0,9.4,71.54,0.0,99.1,18.5,167.0,0.6,2.0,0.6
11.5,17.875,10.25,12.5,3.25,42.125,97.5,0,0.0,0.0,9.5,70.73,0.0,90.4,16.6,541.0,1.9,5.0,0.6
12.5,16.625,8.375,12.125,4.0,54.875,108.5,0,0.0,0.0,10.8,64.13,0.0,98.2,18.4,76.0,0.3,1.0,0.6
11.5,13.25,7.5625,10.625,3.0,54.5625,100.5,0,0.0,0.0,10.4,68.21,0.0,98.2,15.6,236.0,0.8,2.0,0.6
12.0,12.25,8.5,11.375,2.75,62.125,109.0,0,0.0,0.0,10.4,64.36,0.0,99.1,15.6,121.0,0.4,1.0,0.6
12.0,8.625,7.125,10.125,3.0,72.125,113.0,0,0.0,0.0,10.3,64.12,0.0,99.3,22.5,42.0,0.2,0.0,0.6
12.0,5.875,8.125,10.75,6.0,75.25,118.0,0,0.0,0.0,9.8,60.0,0.0,99.3,21.8,12.0,0.0,0.0,0.6
73.5,3.75,8.125,11.25,11.5,74.375,182.5,0,0.0,0.0,9.3,57.97,0.0,97.0,25.7,0.0,0.0,0.0,0.6
48.5,4.0,8.6875,10.875,9.5,73.9375,155.5,0,0.0,0.0,8.5,59.55,0.0,97.5,35.4,0.0,0.0,0.0,0.6
48.0,4.375,7.625,9.625,10.5,74.875,155.0,0,0.0,0.0,7.7,56.44,0.0,85.9,32.6,0.0,0.0,0.0,0.6
23.0,2.875,7.875,10.125,11.25,74.875,130.0,0,0.0,0.0,7.1,54.55,0.0,94.6,32.6,0.0,0.0,0.0,0.6
73.0,3.25,7.375,10.25,11.75,74.375,180.0,0,0.0,0.0,7.0,53.99,0.0,98.2,32.6,0.0,0.0,0.0,0.6
40.0,3.625,9.0,11.625,11.25,72.5,148.0,0,0.0,0.0,7.4,52.36,0.0,98.5,31.6,0.0,0.0,0.0,0.628
73.0,3.875,8.75,11.25,11.25,71.875,180.0,0,0.0,0.0,6.8,53.74,0.0,99.1,30.0,0.0,0.0,0.0,0.628
40.0,3.0,8.6875,9.875,11.25,74.1875,147.0,0,0.0,0.0,6.4,52.21,0.0,85.0,30.9,0.0,0.0,0.0,0.628
90.0,4.25,8.0,10.875,11.0,73.875,198.0,0,0.0,0.0,5.8,53.8,0.0,78.8,34.2,0.0,0.0,0.0,0.628
73.0,4.0,7.25,10.125,9.5,75.125,179.0,0,0.0,0.0,5.1,56.59,0.0,42.5,28.1,0.0,0.0,0.0,0.628
73.5,4.125,9.125,9.25,11.25,74.25,181.5,0,0.0,0.0,4.8,57.08,0.0,42.5,26.8,0.0,0.0,0.0,0.628
90.0,3.25,7.6875,12.125,11.5,73.4375,198.0,0,0.0,0.0,4.1,61.36,0.0,25.0,26.6,0.0,0.0,0.0,0.628
89.5,2.875,7.75,9.0,10.75,77.625,197.5,0,0.0,0.0,3.4,63.25,0.0,83.6,25.7,0.0,0.0,0.0,0.628
73.5,3.0,7.875,11.125,10.25,73.75,179.5,0,0.0,0.0,3.7,60.87,0.0,98.9,23.5,58.0,0.2,1.0,0.628
73.5,4.375,7.625,10.625,9.0,66.375,171.5,0,0.0,0.0,4.0,55.33,0.0,84.0,23.8,236.0,0.8,2.0,0.628
90.0,3.25,8.5,11.375,9.5,62.375,185.0,0,0.0,0.0,4.2,55.92,0.0,88.7,22.1,471.0,1.7,5.0,0.628
90.0,3.875,8.0625,11.5,7.0,54.5625,175.0,0,0.0,0.0,4.6,52.96,0.0,91.3,23.0,635.0,2.3,6.0,0.628
90.0,4.5,7.875,10.625,8.5,36.5,158.0,0,0.0,0.0,4.6,51.43,0.0,93.8,28.5,726.0,2.6,7.0,0.628
56.5,3.125,7.8125,9.875,8.5,27.6875,113.5,0,0.0,0.0,5.0,45.1,0.0,87.4,25.9,202.0,0.7,2.0,0.628
90.0,3.0,8.875,11.875,9.0,38.25,161.0,0,0.0,0.0,4.6,43.15,0.0,93.8,18.6,148.0,0.5,1.0,0.628
23.0,3.375,9.0625,15.0,9.0,40.5625,100.0,0,0.0,0.0,4.4,41.44,0.0,88.4,30.9,151.0,0.5,2.0,0.628
90.0,3.0,8.6875,15.875,8.0,57.4375,183.0,0,0.0,0.0,4.2,41.41,0.0,95.6,33.3,95.0,0.3,1.0,0.628
73.5,3.875,6.75,16.75,3.25,72.375,176.5,0,0.0,0.0,3.5,39.09,0.0,88.0,33.3,30.0,0.1,0.0,0.628
73.0,2.875,7.875,15.0,4.5,77.75,181.0,0,0.0,0.0,2.3,46.74,0.0,99.3,31.6,9.0,0.0,0.0,0.628
107.0,3.75,8.0,15.25,7.25,78.75,220.0,0,0.0,0.0,2.1,48.72,0.0,96.1,32.5,1.0,0.0,0.0,0.628
89.0,4.0,8.75,11.5,7.0,77.75,198.0,0,0.0,0.0,1.4,57.64,0.0,100.0,30.9,0.0,0.0,0.0,0.628
90.0,3.5,8.0625,10.75,5.75,80.9375,199.0,0,0.0,0.0,0.4,65.47,0.0,100.0,30.9,0.0,0.0,0.0,0.628
106.5,3.625,7.375,12.0,6.75,77.25,213.5,0,0.0,0.0,0.4,65.88,0.0,96.1,30.9,0.0,0.0,0.0,0.628
107.0,3.125,8.5,10.875,6.0,77.5,213.0,0,0.0,0.0,0.4,67.08,0.0,92.1,30.0,0.0,0.0,0.0,0.628
90.0,3.375,7.0,10.5,6.75,78.375,196.0,0,0.0,0.0,0.4,70.38,0.0,92.1,31.6,0.0,0.0,0.0,1.0
109.5,3.875,8.625,10.625,6.25,75.625,214.5,0,0.0,0.0,0.0,72.78,0.0,94.0,32.5,0.0,0.0,0.0,1.0
104.5,3.625,8.6875,9.75,7.0,76.9375,210.5,0,0.0,0.0,0.2,70.88,0.0,94.0,31.6,0.0,0.0,0.0,1.0
105.5,3.125,8.1875,10.875,6.25,77.5625,211.5,0,0.0,0.0,0.4,69.89,0.0,98.9,31.6,0.0,0.0,0.0,1.0
107.0,5.0,8.625,9.75,6.25,76.375,213.0,0,0.0,0.0,0.2,70.28,0.0,98.9,32.5,0.0,0.0,0.0,1.0
174.0,6.0,7.0625,11.25,11.5,87.1875,297.0,0,0.0,0.0,0.3,70.33,0.0,97.0,29.1,0.0,0.0,0.0,1.0
426.5,8.0,10.0625,15.125,55.5,97.3125,612.5,0,0.0,0.0,0.2,67.94,0.0,94.1,30.8,0.0,0.0,0.0,1.0
315.5,8.875,22.875,14.25,63.5,114.5,539.5,0,0.0,0.0,-0.1,69.98,0.0,77.1,30.0,0.0,0.0,0.0,1.0
345.0,19.0,25.5,17.625,59.25,141.625,608.0,"G-2A005, G-2C001, G-0B018-Agora, G-2A006, G-2C004, G-2C002, G-2C003, G-2B009, G-2A003, G-1C002-Amphi Coulomb, G-1A002-Amphi Ampère, G-2C006, G-0B007-Amphi Bergès, G-2B010",14.0,1244.0,-0.8,73.09,0.0,94.6,29.1,26.0,0.1,0.0,1.0
379.5,31.625,10.625,25.5,48.75,145.5,641.5,"G-2A005, G-2C001, G-0B018-Agora, G-2A006, G-2C004, G-2C002, G-2C003, G-2B009, G-2A003, G-1C002-Amphi Coulomb, G-1A002-Amphi Ampère, G-2C006, G-0B007-Amphi Bergès, G-2B010, G-1D003-Salle du Conseil",15.0,1284.0,0.7,66.45,0.0,94.6,31.6,120.0,0.4,1.0,1.0
359.5,34.125,11.0,23.75,41.75,145.375,615.5,"G-2A005, G-2C001, G-0B018-Agora, G-1D003-Salle du Conseil, G-2B009, G-2C004, G-2C002, G-2C003, G-2A003, G-2A006, G-1A002-Amphi Ampère, G-4D003, G-2B012, G-2A007-info, G-1C002-Amphi Coulomb, G-2B013, G-2C007, G-4D006 TD-info, G-2B002",19.0,1210.0,2.1,59.83,0.0,86.1,26.7,146.0,0.5,1.0,1.0
208.0,40.25,30.8125,27.875,35.5,142.5625,485.0,"G-2A005, G-2C001, G-0B018-Agora, G-1D003-Salle du Conseil, G-2B009, G-2C004, G-2C002, G-2C003, G-2A003, G-2A006, G-1A002-Amphi Ampère, G-4D003, G-2B012, G-2A007-info, G-1C002-Amphi Coulomb, G-2B013, G-2C007, G-4D006 TD-info, G-2B002",19.0,1210.0,3.4,57.65,0.0,82.8,19.8,211.0,0.8,2.0,1.0
312.5,41.25,10.875,27.5,36.0,150.375,578.5,0,0.0,0.0,4.1,55.56,0.0,43.6,18.8,251.0,0.9,3.0,1.0
299.5,41.0,10.75,24.0,37.25,152.0,564.5,"G-2A004, G-1C003, G-2A003, G-2C007, G-4D008 TD-info, G-4D003, G-2B012, G-2C006, G-3B001-info, G-2C008, G-2C004, G-2C003, G-2B002, G-5D003-Electronique & instrumentation associée, G-2B013, G-3D003-info, G-2A006, G-2A007-info, G-0B007-Amphi Bergès, G-3A014-info, G-1C002-Amphi Coulomb, G-2B009",22.0,1075.0,4.9,53.77,0.0,82.2,25.5,223.0,0.8,2.0,1.0
247.5,37.125,10.0,30.25,27.25,130.375,482.5,"G-2A004, G-1C003, G-2A003, G-2C007, G-4D008 TD-info, G-4D003, G-2B012, G-2C006, G-3B001-info, G-2C008, G-2C004, G-2C003, G-2B002, G-5D003-Electronique & instrumentation associée, G-2B013, G-3D003-info, G-2A006, G-2A007-info, G-0B007-Amphi Bergès, G-3A014-info, G-1C002-Amphi Coulomb, G-2B009",22.0,1075.0,5.7,50.64,0.0,85.0,19.5,255.0,0.9,3.0,1.0
192.0,34.75,10.9375,31.0,13.25,92.0625,374.0,"G-2A004, G-4D003, G-5D003-Electronique & instrumentation associée, G-2B013, G-3B001-info, G-2B010, G-2C006, G-2A006, G-4D008 TD-info",9.0,411.0,6.8,48.69,0.0,85.0,23.8,395.0,1.4,4.0,1.0
157.0,34.5,11.6875,27.875,22.0,106.9375,360.0,"G-2A004, G-4D003, G-5D003-Electronique & instrumentation associée, G-2B013, G-3B001-info, G-2B010, G-2C006, G-2A006, G-4D008 TD-info, G-2A003, G-0B007-Amphi Bergès, G-3D006-Construction électrique, G-1C002-Amphi Coulomb",13.0,807.0,8.2,44.6,0.0,53.0,20.1,406.0,1.5,4.0,1.0
89.5,36.0,28.5625,22.875,47.75,113.8125,338.5,"G-2A004, G-2A006, G-2A003, G-0B007-Amphi Bergès, G-3D006-Construction électrique, G-1C002-Amphi Coulomb",6.0,505.0,7.3,47.23,0.0,78.5,26.5,84.0,0.3,1.0,1.0
190.0,34.75,10.875,18.5,60.0,114.875,429.0,"G-0B015-FABLAB Ense3, G-4D013-FABLAB Ense3, G-4D011-FABLAB Ense3",3.0,90.0,6.8,49.04,0.0,92.9,28.3,11.0,0.0,0.0,1.0
256.5,31.0,10.875,15.75,61.75,104.625,480.5,"G-0B015-FABLAB Ense3, G-4D013-FABLAB Ense3, G-4D011-FABLAB Ense3",3.0,90.0,5.8,51.62,0.0,85.0,24.4,7.0,0.0,0.0,1.0
156.5,22.875,8.5,12.875,37.0,91.75,329.5,0,0.0,0.0,4.7,55.84,0.0,81.0,25.7,0.0,0.0,0.0,1.0
90.5,10.875,9.6875,12.25,6.0,73.1875,202.5,0,0.0,0.0,3.7,56.95,0.0,93.7,24.3,0.0,0.0,0.0,1.0
22.5,4.5,8.875,12.0,6.75,73.875,128.5,0,0.0,0.0,2.8,60.51,0.0,90.8,19.4,0.0,0.0,0.0,1.0
90.0,4.375,9.125,11.125,6.5,72.875,194.0,0,0.0,0.0,2.6,62.05,0.0,98.7,19.4,0.0,0.0,0.0,1.0
56.5,4.375,8.5,10.0,6.25,77.875,163.5,0,0.0,0.0,1.4,67.04,0.0,100.0,17.4,0.0,0.0,0.0,0.973
73.0,4.125,8.5,9.875,6.5,76.0,178.0,0,0.0,0.0,1.3,67.5,0.0,100.0,16.3,0.0,0.0,0.0,0.973
90.0,3.875,9.9375,12.125,5.75,72.3125,194.0,0,0.0,0.0,1.8,67.83,0.0,93.3,16.0,0.0,0.0,0.0,0.973
89.5,4.125,9.875,12.875,6.25,73.875,196.5,0,0.0,0.0,1.4,67.43,0.0,95.6,15.0,0.0,0.0,0.0,0.973
90.0,4.25,8.9375,12.25,7.0,73.5625,196.0,0,0.0,0.0,0.7,70.7,0.0,99.3,15.0,0.0,0.0,0.0,0.973
174.0,3.625,8.625,14.0,9.0,80.75,290.0,0,0.0,0.0,0.2,73.89,0.0,99.3,16.0,0.0,0.0,0.0,0.973
276.5,7.875,9.1875,18.0,12.5,90.4375,414.5,0,0.0,0.0,0.2,70.04,0.0,92.1,17.0,0.0,0.0,0.0,0.973
263.0,9.125,10.5625,16.25,41.0,128.0625,468.0,G-0D006-Salle des forums,1.0,100.0,0.0,70.17,0.0,98.5,17.2,0.0,0.0,0.0,0.973
355.5,18.875,23.0,19.375,59.5,142.25,618.5,"G-0D006-Salle des forums, G-3B012-Canal à surface libre, G-2C006, G-2A006, G-1C004, G-5D003-Electronique & instrumentation associée, G-2B010, G-2A003, G-2C002, G-4D003, G-2C008, G-2C004, G-2C001, G-2B013, G-2C007, G-3A010-Mécanique des sols, G-2B012, G-3B007-Démontage variateur à courroie, G-3B007-Démontage moteur thermique, G-3B007-Démontage transmission hybride, G-3B007-Démontage boîte de vitesse, G-3B007",22.0,839.0,-0.7,71.85,0.0,98.5,16.7,44.0,0.2,0.0,0.973
389.0,29.0,9.75,26.375,51.0,167.875,673.0,"G-0D006-Salle des forums, G-3B012-Canal à surface libre, G-2C006, G-2A006, G-1C004, G-5D003-Electronique & instrumentation associée, G-2B010, G-2A003, G-2C002, G-4D003, G-2C008, G-2C004, G-2C001, G-2B013, G-2C007, G-3A010-Mécanique des sols, G-2B012, G-3B007-Démontage variateur à courroie, G-3B007-Démontage moteur thermique, G-3B007-Démontage transmission hybride, G-3B007-Démontage boîte de vitesse, G-3B007",22.0,839.0,0.9,66.57,0.0,97.5,17.6,137.0,0.5,1.0,0.973
349.0,36.5,9.75,30.75,42.75,160.25,629.0,"G-0D006-Salle des forums, G-3B012-Canal à surface libre, G-1C004, G-5D003-Electronique & instrumentation associée, G-3A010-Mécanique des sols, G-3B007-Démontage variateur à courroie, G-3B007-Démontage moteur thermique, G-3B007-Démontage transmission hybride, G-3B007-Démontage boîte de vitesse, G-3B007, G-2C006, G-2B010, G-2B001-info, G-4A020-info-mhi, G-4D003, G-2C002, G-2B002, G-2B013, G-2C008, G-2C007, G-2C004, G-4C012-info-picore, G-2B012, G-2C003",24.0,769.0,2.1,62.02,0.0,98.5,17.1,211.0,0.8,2.0,0.973
325.0,43.25,9.6875,35.125,45.0,146.9375,605.0,"G-0D006-Salle des forums, G-3B012-Canal à surface libre, G-1C004, G-5D003-Electronique & instrumentation associée, G-3A010-Mécanique des sols, G-2C006, G-2B010, G-2B001-info, G-4A020-info-mhi, G-4D003, G-2C002, G-2B002, G-2B013, G-2C008, G-2C007, G-2C004, G-4C012-info-picore, G-2B012, G-2C003, G-1C003",20.0,699.0,3.0,60.07,0.0,100.0,17.3,134.0,0.5,1.0,0.973
178.0,44.375,27.625,30.625,49.25,154.125,484.0,"G-0D006-Salle des forums, G-0B015-FABLAB Ense3, G-4D013-FABLAB Ense3, G-4D011-FABLAB Ense3",4.0,190.0,3.6,58.3,0.0,99.3,16.2,128.0,0.5,1.0,0.973
282.0,40.0,12.0,33.875,42.5,153.625,564.0,"G-0D006-Salle des forums, G-2B001-info, G-1C004, G-2B010, G-2A006, G-5D003-Electronique & instrumentation associée, G-2C006, G-3D003-info, G-2B012, G-2C007, G-3B008-Mécanique & Technologie 1, G-3A014-info, G-2B002, G-2C008, G-2A003, G-2C004, G-4D003, G-3B007-Démontage variateur à courroie, G-3B007-Démontage transmission hybride, G-3B007, G-3B007-Démontage moteur thermique, G-3B007-Démontage boîte de vitesse, G-2C001",23.0,852.0,5.0,55.35,0.0,87.9,19.9,232.0,0.8,2.0,0.973
265.0,41.25,11.0,31.875,40.5,136.375,526.0,"G-0D006-Salle des forums, G-2B001-info, G-2B010, G-2A006, G-5D003-Electronique & instrumentation associée, G-2C006, G-3D003-info, G-2B012, G-2C007, G-3B008-Mécanique & Technologie 1, G-3A014-info, G-2B002, G-2C008, G-2A003, G-2C004, G-4D003, G-3B007-Démontage variateur à courroie, G-3B007-Démontage transmission hybride, G-3B007, G-3B007-Démontage moteur thermique, G-3B007-Démontage boîte de vitesse, G-2C001, G-1C003, G-1C004",24.0,862.0,5.5,52.27,0.0,87.0,15.4,232.0,0.8,2.0,0.973
208.5,39.125,10.75,32.25,34.5,112.375,437.5,"G-0D006-Salle des forums, G-2B001-info, G-5D003-Electronique & instrumentation associée, G-3B007-Démontage variateur à courroie, G-3B007-Démontage transmission hybride, G-3B007, G-3B007-Démontage moteur thermique, G-3B007-Démontage boîte de vitesse, G-3D003-info, G-2B010, G-2A006",11.0,392.0,5.3,52.89,0.0,90.3,17.7,193.0,0.7,2.0,0.973
223.5,39.25,11.125,26.375,48.5,111.75,460.5,"G-0D006-Salle des forums, G-2B001-info, G-5D003-Electronique & instrumentation associée, G-3D003-info, G-2B010, G-2A006, G-2A005, G-4D006 TD-info, G-2C004, G-4D003, G-1A002-Amphi Ampère, G-3B008-Mécanique & Technologie 1, G-3A014-info",13.0,631.0,5.2,54.92,0.0,97.5,15.5,90.0,0.3,1.0,0.973
240.0,41.625,11.25,22.375,62.5,118.25,496.0,"G-0D006-Salle des forums, G-2B001-info, G-2A005, G-4D006 TD-info, G-2C004, G-4D003, G-1A002-Amphi Ampère, G-3B008-Mécanique & Technologie 1, G-3A014-info",9.0,437.0,4.9,56.49,0.0,98.5,15.5,33.0,0.1,0.0,0.973
139.5,34.75,30.5,20.25,65.25,117.25,407.5,"G-0B015-FABLAB Ense3, G-4D013-FABLAB Ense3, G-4D011-FABLAB Ense3, G-2A005, G-2A004",5.0,148.0,4.4,58.26,0.0,99.1,14.6,14.0,0.1,0.0,0.973
273.0,28.875,10.375,18.75,62.25,106.75,500.0,"G-0B015-FABLAB Ense3, G-4D013-FABLAB Ense3, G-4D011-FABLAB Ense3, G-2A005, G-2A004",5.0,148.0,4.1,59.69,0.0,97.5,14.6,7.0,0.0,0.0,0.973
189.5,20.375,8.4375,14.375,38.0,90.8125,361.5,0,0.0,0.0,3.9,60.85,0.0,95.8,14.6,0.0,0.0,0.0,0.973
90.5,9.25,8.6875,11.875,6.0,75.1875,201.5,0,0.0,0.0,3.8,60.74,0.0,95.8,14.6,0.0,0.0,0.0,0.973
23.5,5.0,8.375,11.625,7.0,75.0,130.5,0,0.0,0.0,3.7,60.89,0.0,99.3,13.9,0.0,0.0,0.0,0.973
89.5,3.75,7.5,10.875,6.5,76.375,194.5,0,0.0,0.0,3.3,63.08,0.0,99.3,13.3,0.0,0.0,0.0,0.973
56.5,5.125,8.625,11.5,6.25,74.5,162.5,0,0.0,0.0,3.3,63.79,0.0,99.3,12.3,0.0,0.0,0.0,0.684
73.0,4.875,7.625,9.875,5.75,76.875,178.0,0,0.0,0.0,2.9,65.74,0.0,98.5,11.4,0.0,0.0,0.0,0.684
89.5,3.375,7.875,11.875,7.0,76.875,196.5,0,0.0,0.0,2.6,66.59,0.0,95.6,11.0,0.0,0.0,0.0,0.684
73.5,3.375,8.6875,10.75,6.5,76.6875,179.5,0,0.0,0.0,2.4,66.98,0.0,94.8,11.0,0.0,0.0,0.0,0.684
89.5,3.5,8.0625,12.625,6.25,75.5625,195.5,0,0.0,0.0,2.3,66.65,0.0,97.0,11.0,0.0,0.0,0.0,0.684
157.5,5.75,8.75,12.25,8.25,80.0,272.5,0,0.0,0.0,2.2,65.51,0.0,95.6,10.5,0.0,0.0,0.0,0.684
292.5,6.625,13.5,13.25,16.75,84.875,427.5,0,0.0,0.0,2.1,65.53,0.0,99.3,10.5,0.0,0.0,0.0,0.684
250.0,9.0,13.875,13.0,38.75,122.375,447.0,G-0B018-Agora,1.0,221.0,2.1,65.43,0.0,100.0,9.9,0.0,0.0,0.0,0.684
354.0,20.375,22.6875,18.75,64.25,147.9375,628.0,"G-0B018-Agora, G-2A006, G-1C003, G-1C002-Amphi Coulomb, G-3B008-Mécanique & Technologie 1, G-3A012-Enveloppe épaisse, G-4D009-Projet, G-1B004, G-4D010-Projet, G-1B003, G-3B007, G-2A003, G-1B005, G-3B001-info, G-2A007-info, G-3A014-info, G-4C012-info-picore, G-4D005-Projet, G-4D001-Projet, G-2C002, G-4D006 TD-info, G-2A005, G-2B002, G-4D003, G-1B016-Projet-Vie étudiante, G-1B002, G-0B007-Amphi Bergès, G-4D007-Projet",28.0,1096.0,2.1,65.15,0.0,100.0,9.7,5.0,0.0,0.0,0.684
391.0,44.375,12.25,22.0,62.0,163.375,695.0,"G-0B018-Agora, G-2A006, G-1C003, G-3B008-Mécanique & Technologie 1, G-3A012-Enveloppe épaisse, G-4D009-Projet, G-1B004, G-4D010-Projet, G-1B003, G-3B007, G-2A003, G-1B005, G-3B001-info, G-2A007-info, G-3A014-info, G-4C012-info-picore, G-4D005-Projet, G-4D001-Projet, G-2C002, G-4D006 TD-info, G-2A005, G-2B002, G-4D003, G-1B016-Projet-Vie étudiante, G-1B002, G-0B007-Amphi Bergès, G-4D007-Projet, G-2C005-info, G-3D003-info",29.0,982.0,2.3,64.34,0.0,100.0,9.3,14.0,0.1,0.0,0.684
345.5,48.125,11.1875,27.0,54.75,148.9375,635.5,"G-1C003, G-3B008-Mécanique & Technologie 1, G-3A012-Enveloppe épaisse, G-4D009-Projet, G-1B004, G-4D010-Projet, G-1B003, G-3B007, G-2A003, G-1B005, G-3B001-info, G-2A007-info, G-3A014-info, G-4C012-info-picore, G-4D005-Projet, G-4D001-Projet, G-2C002, G-4D006 TD-info, G-2A005, G-2B002, G-4D003, G-1B016-Projet-Vie étudiante, G-1B002, G-0B007-Amphi Bergès, G-4D007-Projet, G-2A006",26.0,725.0,2.8,62.48,0.0,100.0,9.5,72.0,0.3,1.0,0.684
324.0,52.875,11.875,29.25,48.75,137.25,604.0,"G-1C003, G-3B008-Mécanique & Technologie 1, G-3A012-Enveloppe épaisse, G-4D009-Projet, G-1B004, G-4D010-Projet, G-1B003, G-3B007, G-2A003, G-1B005, G-3B001-info, G-2A007-info, G-3A014-info, G-4C012-info-picore, G-4D005-Projet, G-4D001-Projet, G-2C002, G-4D006 TD-info, G-2A005, G-2B002, G-4D003, G-1B016-Projet-Vie étudiante, G-1B002, G-0B007-Amphi Bergès, G-4D007-Projet, G-2A006, G-2C005-info, G-3D003-info",28.0,761.0,1.3,73.36,0.0,100.0,9.5,113.0,0.4,1.0,0.684
275.5,49.0,11.125,28.875,40.0,155.0,559.5,"G-1C003, G-3B008-Mécanique & Technologie 1, G-3A012-Enveloppe épaisse, G-4D009-Projet, G-1B004, G-4D010-Projet, G-1B003, G-3B007, G-2A003, G-1B005, G-3B001-info, G-2A007-info, G-3A014-info, G-4C012-info-picore, G-4D005-Projet, G-4D001-Projet, G-2C002, G-4D006 TD-info, G-2A005, G-2B002, G-4D003, G-1B016-Projet-Vie étudiante, G-1B002, G-0B007-Amphi Bergès, G-4D007-Projet, G-1C004",26.0,659.0,1.6,72.49,0.0,100.0,8.8,162.0,0.6,2.0,0.684
214.0,46.75,25.6875,27.25,35.5,152.8125,502.0,"G-1C003, G-3B008-Mécanique & Technologie 1, G-3A012-Enveloppe épaisse, G-4D009-Projet, G-1B004, G-4D010-Projet, G-1B003, G-3B007, G-2A003, G-1B005, G-3B001-info, G-2A007-info, G-3A014-info, G-4C012-info-picore, G-4D005-Projet, G-4D001-Projet, G-2C002, G-4D006 TD-info, G-2A005, G-2B002, G-4D003, G-1B016-Projet-Vie étudiante, G-1B002, G-0B007-Amphi Bergès, G-4D007-Projet, G-2B001-info, G-3D003-info, G-5D003-Electronique & instrumentation associée, G-4D008 TD-info, G-4A020-info-mhi, G-3D001-AIDA-Zone 1, G-3D001-AIDA-Zone 2, G-2C005-info, G-1C002-Amphi Coulomb, G-2A006, G-3D006-Construction électrique, G-3A010-Mécanique des sols",37.0,1052.0,2.2,69.89,0.0,99.4,9.2,213.0,0.8,2.0,0.684
246.5,50.125,12.75,31.75,26.75,130.625,498.5,"G-1C003, G-3B008-Mécanique & Technologie 1, G-3A012-Enveloppe épaisse, G-4D009-Projet, G-1B004, G-4D010-Projet, G-1B003, G-3B007, G-2A003, G-1B005, G-3B001-info, G-2A007-info, G-3A014-info, G-4C012-info-picore, G-4D005-Projet, G-4D001-Projet, G-2C002, G-4D006 TD-info, G-2A005, G-2B002, G-4D003, G-1B016-Projet-Vie étudiante, G-1B002, G-0B007-Amphi Bergès, G-4D007-Projet, G-2B001-info, G-3D003-info, G-5D003-Electronique & instrumentation associée, G-4D008 TD-info, G-4A020-info-mhi, G-3D001-AIDA-Zone 1, G-3D001-AIDA-Zone 2, G-2C005-info, G-1C002-Amphi Coulomb, G-2A006, G-3D006-Construction électrique, G-3A010-Mécanique des sols",37.0,1052.0,3.0,66.73,0.0,100.0,8.9,248.0,0.9,2.0,0.684
208.0,45.375,11.75,30.375,16.75,111.75,424.0,"G-1C003, G-3B008-Mécanique & Technologie 1, G-3A012-Enveloppe épaisse, G-4D009-Projet, G-1B004, G-4D010-Projet, G-1B003, G-3B007, G-2A003, G-1B005, G-3B001-info, G-2A007-info, G-3A014-info, G-4C012-info-picore, G-4D005-Projet, G-4D001-Projet, G-2C002, G-4D006 TD-info, G-2A005, G-2B002, G-4D003, G-1B016-Projet-Vie étudiante, G-1B002, G-0B007-Amphi Bergès, G-4D007-Projet, G-2B001-info, G-5D003-Electronique & instrumentation associée, G-3D001-AIDA-Zone 1, G-3D001-AIDA-Zone 2, G-3A010-Mécanique des sols, G-4D008 TD-info, G-2C005-info, G-4A020-info-mhi, G-3D003-info",34.0,806.0,3.2,65.96,0.0,100.0,9.2,211.0,0.8,2.0,0.684
206.5,41.875,12.375,28.375,25.5,116.875,431.5,"G-1C003, G-3B008-Mécanique & Technologie 1, G-3A012-Enveloppe épaisse, G-4D009-Projet, G-1B004, G-4D010-Projet, G-1B003, G-3B007, G-2A003, G-1B005, G-3B001-info, G-2A007-info, G-3A014-info, G-4C012-info-picore, G-4D005-Projet, G-4D001-Projet, G-2C002, G-4D006 TD-info, G-2A005, G-2B002, G-4D003, G-1B016-Projet-Vie étudiante, G-1B002, G-0B007-Amphi Bergès, G-4D007-Projet, G-2B001-info, G-5D003-Electronique & instrumentation associée, G-3D001-AIDA-Zone 1, G-3D001-AIDA-Zone 2, G-3A010-Mécanique des sols, G-4D008 TD-info, G-2C005-info, G-4A020-info-mhi, G-3D003-info, G-3D006-Construction électrique",35.0,822.0,5.8,56.94,0.0,100.0,9.9,171.0,0.6,2.0,0.684
206.5,43.625,12.8125,21.0,44.75,120.8125,449.5,"G-2B001-info, G-3D006-Construction électrique, G-0B018-Agora",3.0,255.0,5.4,58.42,0.0,98.3,9.5,86.0,0.3,1.0,0.684
173.0,42.75,13.8125,19.375,61.25,122.8125,433.0,"G-0B018-Agora, G-0B015-FABLAB Ense3, G-4D013-FABLAB Ense3, G-4D011-FABLAB Ense3, G-0B007-Amphi Bergès",5.0,461.0,4.3,63.01,0.0,98.3,8.8,25.0,0.1,0.0,0.684
223.0,33.625,17.375,18.625,63.25,113.125,469.0,"G-0B018-Agora, G-0B015-FABLAB Ense3, G-4D013-FABLAB Ense3, G-4D011-FABLAB Ense3, G-0B007-Amphi Bergès",5.0,461.0,3.8,66.14,0.0,100.0,8.8,14.0,0.1,0.0,0.684
