Date,Hour,Location,Duration,Capacity
2022-09-22,11:00,"G-1B016-Projet-Vie étudiante, G-1C003, G-3A014-info, G-4D001-Projet, G-4D009-Projet, G-4D010-Projet, G-4D005-Projet, G-4D007-Projet, G-0D006-Salle des forums, G-1C004, G-2A003, G-2C006, G-5D003-Electronique & instrumentation associée, G-2C007, G-2C001, G-1A002-Amphi Ampère, G-2A006, G-2C003, G-2C004, G-2C002, G-2B001-info, G-2B009, G-4A020-info-mhi, G-2A005, G-4C012-info-picore, G-2B013, G-1B012-info-vie étudiante",27,1015
2022-09-22,12:00,"G-1B016-Projet-Vie étudiante, G-1C003",2,20
2022-09-22,13:00,"G-1B016-Projet-Vie étudiante, G-1C003, G-2A007-info, G-4D010-Projet, G-5D003-Electronique & instrumentation associée, G-0B015-FABLAB Ense3, G-4D013-FABLAB Ense3, G-4D011-FABLAB Ense3, G-2C002, G-2C001, G-2A004, G-2C007, G-2C003, G-2B001-info",14,351
2022-09-22,14:00,"G-1B016-Projet-Vie étudiante, G-2A007-info, G-4D010-Projet, G-5D003-Electronique & instrumentation associée, G-0B015-FABLAB Ense3, G-4D013-FABLAB Ense3, G-4D011-FABLAB Ense3, G-2C002, G-2C001, G-2A004, G-2C007, G-2C003, G-2B001-info, G-1C003, G-2A006",15,431
2022-09-22,15:00,"G-1B016-Projet-Vie étudiante, G-5D003-Electronique & instrumentation associée, G-0B015-FABLAB Ense3, G-4D013-FABLAB Ense3, G-4D011-FABLAB Ense3, G-2C002, G-2C001, G-2A004, G-2C007, G-2C003, G-2A006, G-1C003, G-2A007-info",13,401
2022-09-22,16:00,"G-1B016-Projet-Vie étudiante, G-5D003-Electronique & instrumentation associée, G-2C002, G-2C001, G-2A004, G-2C007, G-2C003, G-2A006, G-1C003, G-2A007-info, G-0B007-Amphi Bergès, G-2B001-info, G-2A005, G-2C008",14,544
2022-09-22,17:00,"G-1B016-Projet-Vie étudiante, G-2A006, G-0B007-Amphi Bergès, G-2B001-info, G-2A005, G-2C008, G-0D006-Salle des forums, G-1C004",8,437
2022-09-22,18:00,"G-0B007-Amphi Bergès, G-0D006-Salle des forums, G-1C004",3,264
2022-09-22,19:00,"G-0B007-Amphi Bergès, G-0D006-Salle des forums",2,250
2022-09-23,08:00,"G-2C007, G-2C008, G-2B002, G-2C001, G-2C003, G-2A006, G-2B012, G-2C002, G-2C006, G-4D008 TD-info, G-4C012-info-picore, G-2B010, G-2B013, G-4D003, G-2C004, G-0B007-Amphi Bergès, G-2B009, G-2A003, G-4D001-Projet, G-4D009-Projet, G-4D010-Projet, G-4D005-Projet, G-4D007-Projet, G-1C002-Amphi Coulomb, G-4D006 TD-info, G-1C003",26,1218
2022-09-23,09:00,"G-2C007, G-2C008, G-2B002, G-2C001, G-2C003, G-2A006, G-2B012, G-2C002, G-2C006, G-4D008 TD-info, G-4C012-info-picore, G-2B010, G-2B013, G-4D003, G-2C004, G-0B007-Amphi Bergès, G-2B009, G-2A003, G-4D001-Projet, G-4D009-Projet, G-4D010-Projet, G-4D005-Projet, G-4D007-Projet, G-1C002-Amphi Coulomb, G-4D006 TD-info, G-1C003, G-1A002-Amphi Ampère",27,1368
2022-09-23,10:00,"G-4D001-Projet, G-4D009-Projet, G-4D010-Projet, G-4D005-Projet, G-4D007-Projet, G-1C003, G-1A002-Amphi Ampère, G-2C002, G-2B012, G-2C008, G-2C006, G-2B002, G-2C004, G-2C001, G-2C003, G-2C007, G-2A006, G-2B013, G-4D003, G-2B009, G-4D008 TD-info, G-4D006 TD-info, G-2A004, G-2A007-info, G-2A005, G-1C002-Amphi Coulomb, G-2A003, G-3D002-GICS",28,1254
2022-09-23,11:00,"G-4D001-Projet, G-4D009-Projet, G-4D010-Projet, G-4D005-Projet, G-4D007-Projet, G-1C003, G-1A002-Amphi Ampère, G-2C002, G-2B012, G-2C008, G-2C006, G-2B002, G-2C004, G-2C001, G-2C003, G-2C007, G-2A006, G-2B013, G-4D003, G-2B009, G-4D008 TD-info, G-4D006 TD-info, G-2A004, G-2A007-info, G-2A005, G-1C002-Amphi Coulomb, G-2A003, G-3D002-GICS, G-0D006-Salle des forums",29,1354
2022-09-23,12:00,"G-1C003, G-0D006-Salle des forums, G-0B007-Amphi Bergès",3,260
2022-09-23,13:00,"G-1C003, G-0D006-Salle des forums, G-2A006, G-2A003, G-1A002-Amphi Ampère, G-2A007-info, G-2B009, G-2B010, G-2C006, G-0B007-Amphi Bergès, G-2B012, G-2C005-info, G-1C002-Amphi Coulomb, G-3A014-info, G-3D003-info",15,1072
2022-09-23,14:00,"G-1C003, G-0D006-Salle des forums, G-2A006, G-2A003, G-1A002-Amphi Ampère, G-2A007-info, G-2B009, G-2B010, G-2C006, G-0B007-Amphi Bergès, G-2B012, G-2C005-info, G-1C002-Amphi Coulomb, G-3A014-info, G-3D003-info, G-1C004, G-4A020-info-mhi, G-5D003-Electronique & instrumentation associée, G-2C002, G-2C001, G-2C003, G-2B002",22,1264
2022-09-23,15:00,"G-1C003, G-2C005-info, G-4A020-info-mhi, G-5D003-Electronique & instrumentation associée, G-2C002, G-2C001, G-2C003, G-2B002, G-2C004, G-2B009, G-2A006, G-2C008, G-2A003, G-2A007-info, G-2C007, G-2B010",16,656
2022-09-23,16:00,"G-1C003, G-2C005-info, G-2C004, G-2B009, G-2A006, G-2C008, G-2A003, G-2A007-info, G-2C007, G-2B010, G-0B007-Amphi Bergès, G-2C006, G-3A014-info, G-2B012, G-5D003-Electronique & instrumentation associée, G-3D003-info, G-2B002, G-4A020-info-mhi, G-2C002, G-2C001, G-2C003",21,958
2022-09-23,17:00,"G-0B007-Amphi Bergès, G-2C006, G-3A014-info, G-2B012, G-5D003-Electronique & instrumentation associée, G-3D003-info, G-2B002, G-4A020-info-mhi, G-2C002, G-2C001, G-2C003",11,480
2022-09-26,08:00,"G-0B018-Agora, G-4A020-info-mhi, G-1C002-Amphi Coulomb, G-3B001-info, G-2C005-info, G-0B007-Amphi Bergès, G-2A007-info, G-3A014-info, G-3B007, G-3B008-Mécanique & Technologie 1, G-5D003-Electronique & instrumentation associée, G-3B012-DébitVisu, G-1A002-Amphi Ampère, G-3B012-Coup de bélier, G-4C012-info-picore, G-3B013-Ventilateur, G-2B012, G-3B012-HydrauSys, G-2A006, G-1C003, G-2A005, G-2C006, G-2B001-info, G-2B013, G-2B010, G-4D011-FABLAB Ense3, G-4D013-FABLAB Ense3, G-4D003",28,1360
2022-09-26,09:00,"G-0B018-Agora, G-4A020-info-mhi, G-1C002-Amphi Coulomb, G-3B001-info, G-2C005-info, G-0B007-Amphi Bergès, G-2A007-info, G-3A014-info, G-3B007, G-3B008-Mécanique & Technologie 1, G-5D003-Electronique & instrumentation associée, G-3B012-DébitVisu, G-1A002-Amphi Ampère, G-3B012-Coup de bélier, G-4C012-info-picore, G-3B013-Ventilateur, G-2B012, G-3B012-HydrauSys, G-2A006, G-1C003, G-2A005, G-2C006, G-2B001-info, G-2B013, G-2B010, G-4D011-FABLAB Ense3, G-4D013-FABLAB Ense3, G-4D003, G-1D003-Salle du Conseil",29,1400
2022-09-26,10:00,"G-0B018-Agora, G-2A007-info, G-3A014-info, G-3B007, G-3B008-Mécanique & Technologie 1, G-5D003-Electronique & instrumentation associée, G-3B012-DébitVisu, G-3B012-Coup de bélier, G-3B013-Ventilateur, G-3B012-HydrauSys, G-1C003, G-1D003-Salle du Conseil, G-2C002, G-4A020-info-mhi, G-2C008, G-2C004, G-2C007, G-3B001-info, G-2C005-info, G-2C003, G-1B012-info-vie étudiante, G-2B009, G-3D003-info, G-2A005, G-2B001-info, G-2B012, G-4C012-info-picore, G-2C006, G-2A006, G-4D011-FABLAB Ense3, G-4D013-FABLAB Ense3, G-2B013, G-2B010, G-4D003",34,1246
2022-09-26,11:00,"G-0B018-Agora, G-2A007-info, G-3A014-info, G-3B007, G-3B008-Mécanique & Technologie 1, G-5D003-Electronique & instrumentation associée, G-1C003, G-1D003-Salle du Conseil, G-2C002, G-4A020-info-mhi, G-2C008, G-2C004, G-2C007, G-3B001-info, G-2C005-info, G-2C003, G-1B012-info-vie étudiante, G-2B009, G-3D003-info, G-2A005, G-2B001-info, G-2B012, G-4C012-info-picore, G-2C006, G-2A006, G-4D011-FABLAB Ense3, G-4D013-FABLAB Ense3, G-2B013, G-2B010, G-4D003",30,1182
2022-09-26,12:00,"G-0B018-Agora, G-1C003",2,231
2022-09-26,13:00,"G-0B018-Agora, G-1C003, G-2C001, G-1C002-Amphi Coulomb, G-4D001-Projet, G-2C004, G-2C008, G-2B002, G-2C002, G-2B013, G-2C007, G-2C003, G-1A002-Amphi Ampère, G-2A003, G-3A014-info, G-2A005, G-4A020-info-mhi, G-2A006, G-5D003-Electronique & instrumentation associée, G-2B009, G-0B007-Amphi Bergès",21,1302
2022-09-26,14:00,"G-0B018-Agora, G-1C003, G-2C001, G-1C002-Amphi Coulomb, G-2C004, G-2C008, G-2B002, G-2C002, G-2B013, G-2C007, G-2C003, G-1A002-Amphi Ampère, G-2A003, G-3A014-info, G-2A005, G-4A020-info-mhi, G-2A006, G-5D003-Electronique & instrumentation associée, G-2B009, G-0B007-Amphi Bergès, G-2B010, G-1D003-Salle du Conseil, G-4D006 TD-info, G-3B012-Canal de charriage, G-4D011-FABLAB Ense3, G-4D013-FABLAB Ense3, G-2B012, G-4C012-info-picore, G-1C004, G-2C006, G-2A004",31,1697
2022-09-26,15:00,"G-0B018-Agora, G-1C003, G-3A014-info, G-5D003-Electronique & instrumentation associée, G-2B010, G-1D003-Salle du Conseil, G-4D006 TD-info, G-3B012-Canal de charriage, G-4D011-FABLAB Ense3, G-4D013-FABLAB Ense3, G-2B012, G-4C012-info-picore, G-1C004, G-2A004, G-3D001-AIDA-Zone 2, G-3D001-AIDA-Zone 1, G-2C004, G-2B013, G-1C002-Amphi Coulomb, G-2B002, G-2A003, G-4D003, G-4D008 TD-info, G-2C001, G-2A005",25,1099
2022-09-26,16:00,"G-0B018-Agora, G-1C003, G-3A014-info, G-5D003-Electronique & instrumentation associée, G-1D003-Salle du Conseil, G-3B012-Canal de charriage, G-2A004, G-3D001-AIDA-Zone 2, G-3D001-AIDA-Zone 1, G-2C004, G-2B013, G-1C002-Amphi Coulomb, G-2B002, G-2A003, G-4D003, G-4D008 TD-info, G-2C001, G-2C008, G-2C002, G-2B012, G-2A006, G-4A020-info-mhi, G-2C007, G-2B010, G-4D006 TD-info, G-4D011-FABLAB Ense3, G-4D013-FABLAB Ense3, G-2A007-info, G-2B009",29,1346
2022-09-26,17:00,"G-0B018-Agora, G-1C003, G-3B012-Canal de charriage, G-3D001-AIDA-Zone 2, G-3D001-AIDA-Zone 1, G-2C008, G-2C002, G-2B012, G-2A006, G-4A020-info-mhi, G-2C007, G-2B010, G-4D006 TD-info, G-4D011-FABLAB Ense3, G-4D013-FABLAB Ense3, G-2A007-info, G-2B009",17,797
2022-09-26,18:00,"G-1C003, G-0B018-Agora",2,231
2022-09-26,19:00,"G-1C003, G-0B018-Agora",2,231
2022-09-26,20:00,"G-1C003, G-0B018-Agora",2,231
2022-09-26,21:00,G-0B018-Agora,1,221
2022-09-27,07:00,"G-1C003, G-4C012-info-picore",2,28
2022-09-27,08:00,"G-1C003, G-2C007, G-3A012-Flexion 1&2, G-3A012-Presse Instron, G-2A006, G-2C001, G-1C004, G-0B007-Amphi Bergès, G-1C002-Amphi Coulomb, G-4D006 TD-info, G-2A005, G-2B013, G-2C008, G-4D003, G-2C005-info, G-2B012, G-2B002, G-5D003-Electronique & instrumentation associée, G-2A004, G-2C002, G-4D008 TD-info, G-4C013-Supervision-Salle des marchés, G-4C012-info-picore, G-1B016-Projet-Vie étudiante, G-1B003, G-0B015-FABLAB Ense3, G-1B002, G-4D009-Projet, G-2B001-info, G-1A002-Amphi Ampère, G-4A020-info-mhi, G-4D011-FABLAB Ense3, G-4D013-FABLAB Ense3, G-2B009",34,1318
2022-09-27,09:00,"G-1C003, G-2C007, G-3A012-Flexion 1&2, G-3A012-Presse Instron, G-2A006, G-2C001, G-1C004, G-0B007-Amphi Bergès, G-1C002-Amphi Coulomb, G-4D006 TD-info, G-2A005, G-2B013, G-2C008, G-4D003, G-2C005-info, G-2B012, G-2B002, G-5D003-Electronique & instrumentation associée, G-2A004, G-2C002, G-4D008 TD-info, G-4C013-Supervision-Salle des marchés, G-4C012-info-picore, G-1B016-Projet-Vie étudiante, G-1B003, G-0B015-FABLAB Ense3, G-1B002, G-4D009-Projet, G-2B001-info, G-1A002-Amphi Ampère, G-4A020-info-mhi, G-4D011-FABLAB Ense3, G-4D013-FABLAB Ense3, G-2B009, G-2A007-info",35,1340
2022-09-27,10:00,"G-1C003, G-3A012-Flexion 1&2, G-3A012-Presse Instron, G-1C004, G-5D003-Electronique & instrumentation associée, G-1B016-Projet-Vie étudiante, G-1B003, G-0B015-FABLAB Ense3, G-1B002, G-4D009-Projet, G-4A020-info-mhi, G-2A007-info, G-1D003-Salle du Conseil, G-2C001, G-2C002, G-2C003, G-2A006, G-2C004, G-0B007-Amphi Bergès, G-4D008 TD-info, G-2B009, G-2B001-info, G-2A003, G-2B012, G-2B002, G-2C005-info, G-4D003, G-2C006, G-2C007, G-1C002-Amphi Coulomb, G-4D006 TD-info, G-2B013, G-2C008, G-2B010, G-4C012-info-picore, G-4C013-Supervision-Salle des marchés, G-4D011-FABLAB Ense3, G-4D013-FABLAB Ense3, G-1A002-Amphi Ampère",39,1634
2022-09-27,11:00,"G-1C003, G-3A012-Flexion 1&2, G-3A012-Presse Instron, G-1C004, G-5D003-Electronique & instrumentation associée, G-1B016-Projet-Vie étudiante, G-1B003, G-0B015-FABLAB Ense3, G-1B002, G-4D009-Projet, G-4A020-info-mhi, G-2A007-info, G-1D003-Salle du Conseil, G-2C001, G-2C002, G-2C003, G-2A006, G-2C004, G-0B007-Amphi Bergès, G-4D008 TD-info, G-2B009, G-2B001-info, G-2A003, G-2B012, G-2B002, G-2C005-info, G-4D003, G-2C006, G-2C007, G-1C002-Amphi Coulomb, G-4D006 TD-info, G-2B013, G-2C008, G-2B010, G-4C012-info-picore, G-4C013-Supervision-Salle des marchés, G-4D011-FABLAB Ense3, G-4D013-FABLAB Ense3, G-1A002-Amphi Ampère",39,1634
2022-09-27,12:00,"G-1C003, G-0B007-Amphi Bergès, G-0D006-Salle des forums",3,260
2022-09-27,13:00,"G-1C003, G-2B012, G-3D006-Construction électrique, G-3C011-Caloduc, G-3C011-Climatisation, G-3C011-Conduction 1&2, G-3C011-Soufflerie thermique, G-1A002-Amphi Ampère, G-3B007, G-3A014-info, G-3B008-Mécanique & Technologie 1, G-1C002-Amphi Coulomb, G-2C008, G-5D005-Informatique temps réel, G-2C004, G-4C012-info-picore, G-4D006 TD-info, G-4A020-info-mhi, G-3B001-info, G-2C005-info, G-4D008 TD-info, G-2C002, G-2B001-info, G-2C007, G-1B012-info-vie étudiante, G-2C003",26,850
2022-09-27,14:00,"G-1C003, G-2B012, G-3D006-Construction électrique, G-3C011-Caloduc, G-3C011-Climatisation, G-3C011-Conduction 1&2, G-3C011-Soufflerie thermique, G-1A002-Amphi Ampère, G-3B007, G-3A014-info, G-3B008-Mécanique & Technologie 1, G-1C002-Amphi Coulomb, G-2C008, G-5D005-Informatique temps réel, G-2C004, G-4C012-info-picore, G-4D006 TD-info, G-4A020-info-mhi, G-3B001-info, G-2C005-info, G-4D008 TD-info, G-2C002, G-2B001-info, G-2C007, G-1B012-info-vie étudiante, G-2C003, G-4D013-FABLAB Ense3, G-4D011-FABLAB Ense3, G-1D003-Salle du Conseil, G-2A007-info, G-2B002, G-4D003, G-3D001-AIDA-Zone 2, G-3D001-AIDA-Zone 1, G-1B016-Projet-Vie étudiante, G-1B005, G-1B003, G-1B002, G-4D009-Projet, G-3D003-info, G-1C004",41,1160
2022-09-27,15:00,"G-1C003, G-3C011-Caloduc, G-3C011-Climatisation, G-3C011-Conduction 1&2, G-3C011-Soufflerie thermique, G-3B007, G-3A014-info, G-3B008-Mécanique & Technologie 1, G-2C005-info, G-4D013-FABLAB Ense3, G-4D011-FABLAB Ense3, G-1D003-Salle du Conseil, G-2A007-info, G-4D003, G-3D001-AIDA-Zone 2, G-3D001-AIDA-Zone 1, G-1B016-Projet-Vie étudiante, G-1B005, G-1B003, G-1B002, G-4D009-Projet, G-3D003-info, G-2B002, G-1C002-Amphi Coulomb, G-3D006-Construction électrique, G-2A006, G-2C008",27,720
2022-09-27,16:00,"G-1C003, G-3B007, G-3A014-info, G-3B008-Mécanique & Technologie 1, G-2C005-info, G-4D013-FABLAB Ense3, G-4D011-FABLAB Ense3, G-1B016-Projet-Vie étudiante, G-1B005, G-1B003, G-1B002, G-4D009-Projet, G-2B002, G-1C002-Amphi Coulomb, G-3D006-Construction électrique, G-2A006, G-2C008, G-2B001-info, G-2C004, G-2C006, G-2A003, G-4A020-info-mhi, G-4C012-info-picore, G-2A004, G-4D006 TD-info, G-5D005-Informatique temps réel, G-3D003-info, G-4D003, G-2A007-info, G-3D001-AIDA-Zone 2, G-3D001-AIDA-Zone 1, G-1B012-info-vie étudiante",32,963
2022-09-27,17:00,"G-1C003, G-1B016-Projet-Vie étudiante, G-1B005, G-1B003, G-1B002, G-4D009-Projet, G-2B001-info, G-2C004, G-2C006, G-2A003, G-4A020-info-mhi, G-4C012-info-picore, G-2A004, G-4D006 TD-info, G-5D005-Informatique temps réel, G-3D003-info, G-4D003, G-2A007-info, G-3D001-AIDA-Zone 2, G-3D001-AIDA-Zone 1, G-1B012-info-vie étudiante",21,517
2022-09-27,18:00,"G-1C003, G-0B007-Amphi Bergès, G-2B002, G-2B013, G-2B012, G-2A005, G-2C001",7,333
2022-09-27,19:00,"G-1C003, G-2B002, G-2B013, G-2B012, G-2A005",5,147
2022-09-27,20:00,G-1C003,1,10
2022-09-27,21:00,G-1C003,1,10
2022-09-28,07:00,G-1C003,1,10
2022-09-28,08:00,"G-1C003, G-2A007-info, G-1A002-Amphi Ampère, G-2A005, G-3B007, G-3D003-info, G-3A014-info, G-3B008-Mécanique & Technologie 1, G-3D006-Construction électrique, G-4D003, G-2A004, G-2B002, G-5D003-Electronique & instrumentation associée, G-3B001-info, G-2B009, G-0B007-Amphi Bergès, G-2B001-info, G-2A006, G-2C007, G-2C003, G-1C002-Amphi Coulomb, G-2C002, G-4D006 TD-info, G-4D008 TD-info, G-2C001, G-2B012, G-2B013, G-4C012-info-picore",28,1212
2022-09-28,09:00,"G-1C003, G-2A007-info, G-1A002-Amphi Ampère, G-2A005, G-3B007, G-3D003-info, G-3A014-info, G-3B008-Mécanique & Technologie 1, G-3D006-Construction électrique, G-4D003, G-2A004, G-2B002, G-5D003-Electronique & instrumentation associée, G-3B001-info, G-2B009, G-0B007-Amphi Bergès, G-2B001-info, G-2A006, G-2C007, G-2C003, G-1C002-Amphi Coulomb, G-2C002, G-4D006 TD-info, G-4D008 TD-info, G-2C001, G-2B012, G-2B013, G-4C012-info-picore, G-2C004",29,1248
2022-09-28,10:00,"G-1C003, G-3B007, G-3D003-info, G-3A014-info, G-3B008-Mécanique & Technologie 1, G-5D003-Electronique & instrumentation associée, G-2C004, G-1C004, G-2A007-info, G-3D006-Construction électrique, G-2B002, G-2C005-info, G-2B013, G-1C002-Amphi Coulomb, G-2A005, G-4D006 TD-info, G-2A006, G-4D003, G-3B001-info, G-2C002, G-2B009, G-2A004, G-2B001-info, G-1B016-Projet-Vie étudiante, G-4D001-Projet, G-0B015-FABLAB Ense3, G-1B002, G-4D009-Projet, G-4D010-Projet, G-4D005-Projet, G-2C003, G-2B012, G-2C008, G-2C007, G-4C012-info-picore, G-2C001, G-1A002-Amphi Ampère, G-0B007-Amphi Bergès",38,1378
2022-09-28,11:00,"G-1C003, G-3B007, G-3D003-info, G-3A014-info, G-3B008-Mécanique & Technologie 1, G-5D003-Electronique & instrumentation associée, G-2C004, G-1C004, G-2A007-info, G-3D006-Construction électrique, G-2B002, G-2C005-info, G-2B013, G-1C002-Amphi Coulomb, G-2A005, G-4D006 TD-info, G-2A006, G-4D003, G-3B001-info, G-2C002, G-2B009, G-2A004, G-2B001-info, G-1B016-Projet-Vie étudiante, G-4D001-Projet, G-0B015-FABLAB Ense3, G-1B002, G-4D009-Projet, G-4D010-Projet, G-4D005-Projet, G-2C003, G-2B012, G-2C008, G-2C007, G-4C012-info-picore, G-2C001, G-1A002-Amphi Ampère, G-0B007-Amphi Bergès",38,1378
2022-09-28,12:00,G-1C003,1,10
2022-09-28,13:00,"G-1C003, G-0B007-Amphi Bergès, G-3D006-Construction électrique, G-2B012, G-2A005, G-2A004, G-2B009, G-4D005-Projet, G-2C002, G-3B007, G-3B001-info, G-3A014-info, G-3B008-Mécanique & Technologie 1, G-2C001, G-0B015-FABLAB Ense3, G-4D013-FABLAB Ense3, G-4D011-FABLAB Ense3, G-2C006, G-4D003, G-2C005-info, G-2C007, G-1C002-Amphi Coulomb, G-2A006, G-4D008 TD-info, G-2B013",25,1064
2022-09-28,14:00,"G-1C003, G-3D006-Construction électrique, G-2B012, G-2A005, G-2A004, G-2B009, G-4D005-Projet, G-2C002, G-3B007, G-3B001-info, G-3A014-info, G-3B008-Mécanique & Technologie 1, G-2C001, G-0B015-FABLAB Ense3, G-4D013-FABLAB Ense3, G-4D011-FABLAB Ense3, G-2C006, G-4D003, G-2C005-info, G-2C007, G-1C002-Amphi Coulomb, G-2A006, G-4D008 TD-info, G-2B013, G-2A003, G-2C003, G-4A020-info-mhi, G-2C004, G-0B007-Amphi Bergès, G-2B002, G-4D001-Projet",31,1282
2022-09-28,15:00,"G-1C003, G-4D005-Projet, G-3B007, G-3B001-info, G-3A014-info, G-3B008-Mécanique & Technologie 1, G-0B015-FABLAB Ense3, G-4D013-FABLAB Ense3, G-4D011-FABLAB Ense3, G-2A003, G-2C003, G-4A020-info-mhi, G-2C004, G-0B007-Amphi Bergès, G-2B002, G-2B010, G-2C006, G-4C012-info-picore, G-2C005-info, G-3D006-Construction électrique, G-2C007",21,784
2022-09-28,16:00,"G-1C003, G-4D005-Projet, G-3B007, G-3B001-info, G-3A014-info, G-3B008-Mécanique & Technologie 1, G-2C004, G-0B007-Amphi Bergès, G-2B010, G-2C006, G-4C012-info-picore, G-2C005-info, G-3D006-Construction électrique, G-2C007, G-1C002-Amphi Coulomb, G-4D003, G-2A005, G-2C001, G-2B001-info, G-2A007-info, G-2A003, G-4A020-info-mhi, G-3D003-info",23,931
2022-09-28,17:00,"G-1C003, G-4D003, G-2A005, G-2C001, G-2B001-info, G-2A007-info, G-2A003, G-4A020-info-mhi, G-3D003-info, G-1B016-Projet-Vie étudiante, G-4D007-Projet, G-1B003, G-4D010-Projet, G-2B010, G-1C002-Amphi Coulomb",15,541
2022-09-28,18:00,"G-1C003, G-2B010, G-1C002-Amphi Coulomb, G-2A004, G-2A006, G-1A002-Amphi Ampère, G-2A005, G-2B009, G-0B007-Amphi Bergès",9,758
2022-09-28,19:00,"G-1C003, G-0B007-Amphi Bergès",2,160
2022-09-28,20:00,G-1C003,1,10
2022-09-28,21:00,G-1C003,1,10
2022-09-29,07:00,G-1C003,1,10
2022-09-29,08:00,"G-1C003, G-2C004, G-1C002-Amphi Coulomb, G-1A002-Amphi Ampère, G-2C006, G-2C007, G-5D003-Electronique & instrumentation associée, G-2C005-info, G-2B001-info, G-0B007-Amphi Bergès, G-3A014-info, G-3B001-info, G-2B002, G-4D003, G-2B013, G-2A004, G-2C008, G-2B009, G-4C012-info-picore, G-2A003, G-3D003-info",21,1069
2022-09-29,09:00,"G-1C003, G-2C004, G-1C002-Amphi Coulomb, G-1A002-Amphi Ampère, G-2C006, G-2C007, G-5D003-Electronique & instrumentation associée, G-2C005-info, G-2B001-info, G-0B007-Amphi Bergès, G-3A014-info, G-3B001-info, G-2B002, G-4D003, G-2B013, G-2A004, G-2C008, G-2B009, G-4C012-info-picore, G-2A003, G-3D003-info",21,1069
2022-09-29,10:00,"G-1C003, G-4D001-Projet, G-1A002-Amphi Ampère, G-2C001, G-2B012, G-2C002, G-5D003-Electronique & instrumentation associée, G-2C004, G-2C003, G-2C006, G-2C007, G-2B002, G-2B001-info, G-3A014-info, G-4D006 TD-info, G-2C005-info, G-4D008 TD-info, G-2C008, G-3D003-info, G-2A005, G-3B001-info, G-2B009, G-1B012-info-vie étudiante, G-4C012-info-picore, G-2A004, G-2B013",26,926
2022-09-29,11:00,"G-1C003, G-4D001-Projet, G-1A002-Amphi Ampère, G-2C001, G-2B012, G-2C002, G-5D003-Electronique & instrumentation associée, G-2C004, G-2C003, G-2C006, G-2C007, G-2B002, G-2B001-info, G-3A014-info, G-4D006 TD-info, G-2C005-info, G-4D008 TD-info, G-2C008, G-3D003-info, G-2A005, G-3B001-info, G-2B009, G-1B012-info-vie étudiante, G-4C012-info-picore, G-2A004, G-2B013",26,926
2022-09-29,12:00,"G-1C003, G-4D001-Projet",2,22
2022-09-29,13:00,"G-1C003, G-4D001-Projet, G-0B007-Amphi Bergès, G-2B010, G-3A014-info, G-0B015-FABLAB Ense3, G-4D013-FABLAB Ense3, G-4D011-FABLAB Ense3, G-2A005, G-2C002, G-2C008, G-4D003, G-2B001-info",13,515
2022-09-29,14:00,"G-1C003, G-4D001-Projet, G-3A014-info, G-0B015-FABLAB Ense3, G-4D013-FABLAB Ense3, G-4D011-FABLAB Ense3, G-2A005, G-2C002, G-2B001-info, G-2B013, G-2A003, G-1C002-Amphi Coulomb, G-2A006, G-2C004",14,595
2022-09-29,15:00,"G-1C003, G-4D001-Projet, G-0B015-FABLAB Ense3, G-4D013-FABLAB Ense3, G-4D011-FABLAB Ense3, G-2C002, G-2B013, G-2A003, G-1C002-Amphi Coulomb, G-2A006, G-2C004, G-2C001",12,566
2022-09-29,16:00,"G-1C003, G-4D001-Projet, G-2C002, G-2A003, G-2A006, G-2C004, G-2C001, G-2A005, G-2A004, G-2B012, G-2B002, G-2B001-info, G-1C002-Amphi Coulomb, G-2C008",14,624
2022-09-29,17:00,"G-1C003, G-2A006, G-2C004, G-2A005, G-2A004, G-2B012, G-2B002, G-2B001-info, G-1C002-Amphi Coulomb, G-2C008, G-0D006-Salle des forums",11,560
2022-09-29,18:00,"G-1C003, G-0D006-Salle des forums",2,110
2022-09-29,19:00,"G-1C003, G-0D006-Salle des forums",2,110
2022-09-29,20:00,G-1C003,1,10
2022-09-29,21:00,G-1C003,1,10
2022-09-30,07:00,G-1C003,1,10
2022-09-30,08:00,"G-1C003, G-2C001, G-0B007-Amphi Bergès, G-2C007, G-2B013, G-4D011-FABLAB Ense3, G-2C004, G-2A006, G-1C002-Amphi Coulomb, G-2B012, G-2C002, G-2C003, G-1B012-info-vie étudiante, G-2A004, G-2C008, G-4D006 TD-info, G-2B010, G-2A003, G-3B012-Canal de charriage, G-4C012-info-picore, G-2A007-info, G-1A002-Amphi Ampère, G-2A005, G-2B009, G-2B002",25,1300
2022-09-30,09:00,"G-1C003, G-2C001, G-0B007-Amphi Bergès, G-2C007, G-2B013, G-4D011-FABLAB Ense3, G-2C004, G-2A006, G-1C002-Amphi Coulomb, G-2B012, G-2C002, G-2C003, G-1B012-info-vie étudiante, G-2A004, G-2C008, G-4D006 TD-info, G-2B010, G-2A003, G-3B012-Canal de charriage, G-4C012-info-picore, G-2A007-info, G-1A002-Amphi Ampère, G-2A005, G-2B009, G-2B002, G-4D003",26,1336
