"TOA5","Meteo_GreEnER_CR6","CR6","8957","CR6.Std.10.01","CPU:METEO_GREEN-ER_v2.5.CR6","22114","_01_Hour"
"TIMESTAMP","RECORD","CR6_Alim_Avg","CR6_Temp_Avg","AirTemp_Avg","RH_Avg","Press_Avg","WSpd_Avg","WDir_Avg","WDir_Std","WSpd_Max","Rain_Tot","Ray_Global_CMP3_Avg","Ray_Global_CMP3_Energy_Tot","Ray_Global_RSR2_Avg","Ray_Direct_RSR2_Avg","Ray_Direct_H_RSR2_Avg","Ray_Diffus_RSR2_Avg","Ray_Global_RSR2_Energy_Tot","Ray_Direct_RSR2_Energy_Tot","Ray_Diffus_RSR2_Energy_Tot","Ray_Global_RSR2_Raw_Avg","Ray_Direct_RSR2_Raw_Avg","Ray_Diffus_RSR2_Raw_Avg","ZenDeg_Avg","WM_Spd_WV_Avg","WM_Dir_Avg","WM_Dir_Std","WM_Spd_Avg","WM_Spd_Std","WM_Spd_Max","WM_AV_Spd_Avg","WM_AV_Spd_Std","WM_AV_Spd_Max","WM_vit_Son_Avg","WM_Temp_Avg","Humidex","Rain2_Tot"
"TS","RN","V","Deg C","Deg C","%","mbar","m/s","Deg","Deg","m/s","mm","W/m^2","J/m^2","W/m^2","W/m^2","W/m^2","W/m^2","kWh/m^2","kWh/m^2","kWh/m^2","W/m^2","W/m^2","W/m^2","degres","m/s","Deg","Deg","m/s","m/s","m/s","m/s","m/s","m/s","m/s","Deg C","","mm"
"","","Avg","Avg","Avg","Avg","Avg","WVc","WVc","WVc","Max","Tot","Avg","Tot","Avg","Avg","Avg","Avg","Tot","Tot","Tot","Avg","Avg","Avg","Avg","WVc","WVc","WVc","Avg","Std","Max","Avg","Std","Max","Avg","Avg","Smp","Tot"
"2023-02-19 00:00:00",7166,13.67,16.65,8.88,78.86,1028,0.832,132.4,37.38,2.15,0,0,0,6.342,0,0,6.342,0.006,0,0.006,6.195,0,6.195,145.8,1.044,127.7,36.49,1.044,0.506,2.63,-0.006,0.173,0.66,339.3,12.73,8.01,0
"2023-02-19 01:00:00",7167,13.69,15.84,8.28,80.1,1028,0.866,127.8,29.24,2.17,0,0,0,6.319,0,0,6.319,0.006,0,0.006,6.17,0,6.17,145,1.329,116,24.23,1.329,0.455,2.84,0.015,0.175,0.63,339,12.1,7.306,0
"2023-02-19 02:00:00",7168,13.74,15.11,7.788,81.7,1028,0.894,130.7,21.67,2.06,0,0,0,6.324,0,0,6.324,0.006,0,0.006,6.172,0,6.172,140,1.483,121.7,18.63,1.483,0.446,2.51,0.004,0.196,0.75,338.6,11.49,6.686,0
"2023-02-19 03:00:00",7169,13.74,14.45,6.953,87.1,1028,0.753,135.4,30.63,2.32,0,0,0,6.328,0,0,6.328,0.006,0,0.006,6.172,0,6.172,132.1,1.301,137.1,22.12,1.301,0.447,2.59,0.055,0.223,0.92,338,10.5,5.889,0
"2023-02-19 04:00:00",7170,13.74,13.82,6.355,89.1,1028,0.87,140.8,37.61,2.55,0,0,0,6.232,0,0,6.232,0.006,0,0.006,6.075,0,6.075,122.5,1.443,145.4,24.89,1.443,0.597,3.08,0.061,0.225,0.67,337.6,9.86,5.108,0
"2023-02-19 05:00:00",7171,13.75,13.17,5.698,91,1028,1,135.6,37.47,2.85,0,0,0,6.231,0,0,6.231,0.006,0,0.006,6.071,0,6.071,112.2,1.696,145.1,20.16,1.695,0.655,3.47,0.051,0.27,0.99,337.2,9.19,4.576,0
"2023-02-19 06:00:00",7172,13.75,12.57,5.337,92,1028,0.756,74.35,65.47,2.46,0,0,0,6.26,0,0,6.26,0.006,0,0.006,6.097,0,6.097,101.6,1.109,96.5,77.53,1.097,0.699,3.4,-0.023,0.213,0.69,337.2,9.14,3.659,0
"2023-02-19 07:00:00",7173,13.77,12.12,4.803,93.5,1028,0.691,157,84.3,2.85,0,3.125,0.003124825,8.24,0.826,0.048,8.2,0.008,0.001,0.008,9.38,8.48,9.15,91,1.047,193.6,71.55,1.044,0.617,3.5,-0.023,0.191,0.69,336.8,8.52,4.056,0
"2023-02-19 08:00:00",7174,13.79,11.77,5.968,88.3,1028,1.419,144.2,40.08,4.11,0,107,0.1069552,99.4,280.2,52.64,46.73,0.099,0.28,0.047,96.7,297.6,41,81.3,2.5,150,21.09,2.5,0.88,4.73,0.078,0.33,1.27,336.3,7.598,6.18,0
"2023-02-19 09:00:00",7175,13.81,11.67,9.06,74.79,1029,0.65,85.6,64.99,1.87,0,321.2,0.3211909,313.7,582.7,177.6,136,0.314,0.583,0.136,304.8,603,120.9,72.36,0.9,74.69,63.4,0.892,0.533,2.7,-0.042,0.256,0.73,335.2,5.869,10.01,0
"2023-02-19 10:00:00",7176,13.76,12.94,11.21,64.57,1029,1.128,170.4,59.73,3.21,0,419.7,0.4196908,398,553,230.6,167.4,0.398,0.553,0.167,390.5,577.1,149.7,64.86,1.674,168.1,39.48,1.67,0.789,3.49,-0.024,0.317,1.05,337.3,9.37,10.37,0
"2023-02-19 11:00:00",7177,13.72,15.28,12.58,60.07,1029,0.993,189.5,77.68,2.92,0,412.2,0.4121879,388.5,421,216.2,172.3,0.388,0.421,0.172,383.5,445.4,154.9,59.45,1.285,174.4,59.15,1.278,0.68,3.2,-0.052,0.336,0.84,338.7,11.64,13.94,0
"2023-02-19 12:00:00",7178,13.66,17.89,14.19,57.87,1028,3.296,351.2,42.15,11.29,0,558.3,0.5582604,519.5,651.3,356.7,162.8,0.52,0.651,0.163,514.7,680,142.3,56.78,4.17,333.7,34.23,4.17,2.068,11.36,-0.215,0.799,2.26,340.3,14.31,14.89,0
"2023-02-19 13:00:00",7179,13.63,20.09,14.91,56.06,1027,3.105,345.9,41.54,9.68,0,542.1,0.5420681,502.5,608.3,327.9,174.6,0.502,0.608,0.175,497.9,636.3,154.9,57.26,4.036,317.9,32.59,4.036,1.984,10.45,-0.19,0.737,2.62,340.7,14.96,14.92,0
"2023-02-19 14:00:00",7180,13.59,21.98,15.14,56.75,1027,3.456,355.5,41.68,11.99,0,496.6,0.4965525,472,698.6,340.4,131.6,0.472,0.699,0.132,466.5,727.6,111.9,60.82,4.584,333.1,32,4.584,2.078,10.49,-0.292,0.814,1.87,340.9,15.32,14.83,0
"2023-02-19 15:00:00",7181,13.58,23.05,14.77,59.6,1026,3.435,357.1,39.9,10.82,0,383.2,0.3832225,371.2,643.3,252.7,118.5,0.371,0.643,0.119,364.6,669.8,101.4,66.93,4.542,334.9,28.31,4.542,2.001,10.42,-0.281,0.925,2.94,340.8,15.22,14.47,0
"2023-02-19 16:00:00",7182,13.55,23.23,14.02,62.93,1026,3.563,1.612,37.61,9.41,0,229.2,0.2292086,232.6,569.9,148.9,83.7,0.233,0.57,0.084,226.5,594.2,71.33,74.92,4.935,337.3,26.53,4.921,2.087,11.32,-0.359,0.94,2.49,340.7,15.02,13.52,0
"2023-02-19 17:00:00",7183,13.56,22.49,12.29,70.9,1026,3.854,1.439,40.43,12.23,0,42.28,0.04228256,43.44,59.36,10.23,33.21,0.043,0.059,0.033,43.1,68.78,31.67,84.1,4.917,340.8,28.46,4.916,2.116,10.98,-0.353,1.071,3.2,340.6,14.81,11.68,0
"2023-02-19 18:00:00",7184,13.63,20.37,11.67,70.8,1027,3.963,355.5,34.03,9.99,0,0.427,0.0004266409,6.202,0,0,6.202,0.006,0,0.006,7.076,6.856,7.004,94.2,4.552,335.6,26.92,4.552,1.944,10.22,-0.42,0.991,2.03,340.5,14.64,11.39,0
"2023-02-19 19:00:00",7185,13.63,18.86,11.36,70.06,1028,3.116,4.187,35.61,8.09,0,0,0,6.286,0,0,6.286,0.006,0,0.006,6.153,0,6.153,104.8,3.903,342.8,26.29,3.903,1.582,8.07,-0.278,0.839,2.71,340.4,14.47,10.73,0
"2023-02-19 20:00:00",7186,13.64,18.11,11.02,70.19,1028,2.84,8.06,34.28,8.05,0,0,0,6.43,0,0,6.43,0.006,0,0.006,6.292,0,6.292,115.3,3.565,346.2,26.52,3.565,1.563,8.35,-0.313,0.77,1.56,340.2,14.25,10.44,0
"2023-02-19 21:00:00",7187,13.66,17.63,10.81,70.26,1028,2.86,16.01,32.83,8.2,0,0,0,6.365,0,0,6.365,0.006,0,0.006,6.228,0,6.228,125.4,4.189,353.6,19.53,4.189,1.458,7.77,-0.319,0.617,1.42,340.1,14.08,10.06,0
"2023-02-19 22:00:00",7188,13.67,17.19,10.51,71.12,1028,2.198,8.96,40.38,5.9,0,0,0,6.314,0,0,6.314,0.006,0,0.006,6.176,0,6.176,134.5,2.784,346.2,27.76,2.784,1.173,5.58,-0.228,0.614,1.64,339.9,13.73,9.97,0
"2023-02-19 23:00:00",7189,13.67,16.88,10.45,72.43,1029,2.624,14.11,36.48,7.35,0,0,0,6.298,0,0,6.298,0.006,0,0.006,6.16,0,6.16,141.6,3.569,349.2,23.1,3.569,1.407,7.36,-0.311,0.67,1.96,339.8,13.48,9.96,0
"2023-02-20 00:00:00",7190,13.67,16.78,10.34,73.56,1029,2.26,8.01,40.11,6.41,0,0,0,6.255,0,0,6.255,0.006,0,0.006,6.117,0,6.117,145.4,2.91,347.4,27.17,2.91,1.199,6.66,-0.254,0.635,1.65,339.7,13.39,9.86,0
"2023-02-20 01:00:00",7191,13.67,16.65,10.11,73.22,1029,1.616,342.9,47,4.5,0,0,0,6.312,0,0,6.312,0.006,0,0.006,6.172,0,6.172,144.7,2.068,317.4,34.58,2.062,0.999,5.24,-0.07,0.326,0.92,339.6,13.13,9.17,0
"2023-02-20 02:00:00",7192,13.67,16.28,9.73,74.73,1029,0.912,323.9,64.49,3.51,0,0,0,6.32,0,0,6.32,0.006,0,0.006,6.178,0,6.178,139.7,1.126,302,36.14,1.117,0.803,3.82,-0.055,0.256,0.78,339.4,12.8,9.13,0
"2023-02-20 03:00:00",7193,13.68,16.03,9.67,76.06,1028,0.599,143.6,86.1,2.33,0,0,0,6.374,0,0,6.374,0.006,0,0.006,6.23,0,6.23,131.8,0.958,162.7,78.08,0.948,0.612,2.5,0.033,0.205,0.77,339.4,12.84,9.23,0
"2023-02-20 04:00:00",7194,13.72,15.77,9.57,77.64,1028,0.725,186.1,78.91,2.55,0,0,0,6.304,0,0,6.304,0.006,0,0.006,6.162,0,6.162,122.2,1.032,179.2,45.37,1.029,0.574,2.36,-0.073,0.258,0.67,339.3,12.7,9.13,0
"2023-02-20 05:00:00",7195,13.73,15.51,9.05,79.34,1028,0.907,142,61.76,3.05,0,0,0,6.235,0,0,6.235,0.006,0,0.006,6.091,0,6.091,111.9,1.683,159.3,23.43,1.683,0.625,3.47,0.016,0.265,1.14,339,12.1,8.03,0
"2023-02-20 06:00:00",7196,13.74,15.05,8.31,82.2,1028,1.119,137.8,77.36,4.41,0,0,0,6.354,0,0,6.354,0.006,0,0.006,6.204,0,6.204,101.4,2.42,163.9,22.83,2.42,0.964,5.44,0.042,0.388,1.46,338.6,11.45,7.451,0
"2023-02-20 07:00:00",7197,13.74,14.47,7.911,81,1028,2.115,136.5,29.41,6.01,0,4.722,0.00472242,9.57,0.867,0.055,9.51,0.01,0.001,0.01,10.87,10.9,10.61,90.8,3.755,143.4,18.41,3.755,1.366,8.39,0.084,0.504,1.34,338.3,10.93,7.109,0
"2023-02-20 08:00:00",7198,13.74,13.99,8.55,75.38,1028,2.207,131.2,28.14,6.16,0,70.14,0.07013686,66.07,38.4,8.05,58.02,0.066,0.038,0.058,64.14,44.23,54.95,81,3.184,130.3,28.4,3.184,1.385,8.11,0.016,0.578,1.45,338.4,11.14,8.1,0
"2023-02-20 09:00:00",7199,13.74,14,10.01,69.82,1028,1.311,134.1,50.46,4.33,0,233.5,0.2335123,222.1,318.7,106.5,115.6,0.222,0.319,0.116,216,334.9,104.4,72.05,2.101,144,35.14,2.101,1.041,5.97,0.022,0.416,1.09,338.1,10.6,10.74,0
"2023-02-20 10:00:00",7200,13.74,14.7,11.88,63.91,1028,1.559,139.9,47.68,4.61,0,401.5,0.4014858,388.4,640.9,276.3,112.1,0.388,0.641,0.112,381.5,665.6,94.5,64.53,2.873,149.7,23.68,2.873,1.051,5.88,0.063,0.402,1.4,338.5,11.36,11.76,0
"2023-02-20 11:00:00",7201,13.67,16.8,13.54,57.32,1028,1.298,149.9,61.65,3.78,0,506.5,0.5065208,488.1,727.8,374,114.1,0.488,0.728,0.114,482.5,755.8,94.1,59.1,2.278,154.3,32.12,2.278,1.141,6.1,0.051,0.34,1.22,339.1,12.38,13.75,0
"2023-02-20 12:00:00",7202,13.62,20.05,15.29,51.69,1027,1.102,211.1,89.3,3.58,0,561.5,0.561546,537.5,776.5,429.5,108.1,0.538,0.777,0.108,533.2,806,87.1,56.42,1.445,208.5,84.9,1.441,0.866,4.13,-0.022,0.337,0.88,339.7,13.31,15.55,0
"2023-02-20 13:00:00",7203,13.56,23.32,15.87,50.74,1026,2.132,338.8,46.39,6.72,0,561.3,0.5613396,535.4,799.5,436.5,98.9,0.535,0.799,0.099,531.1,830,78.02,56.91,2.902,310.6,34.67,2.902,1.261,6.47,-0.18,0.499,1.35,340.6,14.83,15.34,0
"2023-02-20 14:00:00",7204,13.54,24.7,16.67,46.93,1025,2.511,346.8,41.14,6.8,0,500.7,0.5006704,483.4,798.2,393.4,90,0.483,0.798,0.09,478.5,829,70.09,60.49,3.52,316.7,27.89,3.52,1.445,7.49,-0.16,0.623,1.79,341.4,16.15,16.48,0
"2023-02-20 15:00:00",7205,13.54,25.44,16.87,46.42,1024,2.928,348.4,37.43,8.44,0,385.1,0.3850836,380.9,743.3,295.6,85.3,0.381,0.743,0.085,374.8,771.7,67.93,66.63,3.891,319.8,27.31,3.891,1.611,8.05,-0.225,0.812,2.38,341.7,16.69,16.43,0
"2023-02-20 16:00:00",7206,13.53,25.67,16.77,45.92,1024,2.662,346.8,40.67,6.73,0,232.2,0.2322229,243.2,650.4,174,69.21,0.243,0.65,0.069,237.3,676.5,56.48,74.65,4.003,315.3,22.53,4.003,1.539,7.97,-0.229,0.596,1.87,341.8,16.94,15.73,0
"2023-02-20 17:00:00",7207,13.52,25.17,15.19,50.7,1024,1.904,347.6,42.57,6.54,0,34.51,0.03450711,39.88,80.8,14.13,25.75,0.04,0.081,0.026,39.72,90.4,24.27,83.9,3.024,310.5,20.81,3.024,0.989,5.86,-0.165,0.41,0.87,341.9,17.04,13.73,0
"2023-02-20 18:00:00",7208,13.55,23.12,13.68,56.37,1024,1.291,341.3,40.77,3.99,0,0.463,0.0004627476,6.829,0,0,6.829,0.007,0,0.007,8.01,5.717,7.927,93.9,1.986,315,33.71,1.98,1.046,4.57,-0.035,0.304,1.06,341.5,16.4,11.99,0
"2023-02-20 19:00:00",7209,13.61,21.26,11.73,64.21,1024,0.372,358.5,79.01,1.78,0,0,0,6.401,0,0,6.401,0.006,0,0.006,6.267,0,6.267,104.6,0.576,303.9,80.8,0.575,0.374,2.09,-0.031,0.123,0.4,340.9,15.37,10.47,0
"2023-02-20 20:00:00",7210,13.63,19.8,10.66,67.79,1024,0.632,123.3,29.1,1.44,0,0,0,6.395,0,0,6.395,0.006,0,0.006,6.256,0,6.256,115.1,0.822,111.4,39.15,0.813,0.476,2.38,0.012,0.14,0.59,340.4,14.51,9.51,0
"2023-02-20 21:00:00",7211,13.64,18.52,10.12,68.81,1024,0.908,113.8,21.62,1.9,0,0,0,6.405,0,0,6.405,0.006,0,0.006,6.263,0,6.263,125.1,1.377,104.4,22.67,1.377,0.41,2.39,-0.001,0.174,0.58,340,13.87,9.17,0
"2023-02-20 22:00:00",7212,13.66,17.45,9.7,70.08,1024,0.972,127.3,28.37,2.25,0,0,0,6.357,0,0,6.357,0.006,0,0.006,6.213,0,6.213,134.2,1.346,120.1,27.16,1.346,0.439,2.8,0.034,0.177,0.5,339.7,13.37,8.51,0
"2023-02-20 23:00:00",7213,13.67,16.56,8.77,74.17,1024,0.63,126.2,30.76,1.36,0,0,0,6.356,0,0,6.356,0.006,0,0.006,6.208,0,6.208,141.3,0.935,108.3,23.3,0.933,0.359,1.83,0.021,0.141,0.45,339.3,12.64,7.368,0
"2023-02-21 00:00:00",7214,13.7,15.75,8.23,75.59,1024,0.951,126.3,32.18,2.44,0,0,0,6.343,0,0,6.343,0.006,0,0.006,6.193,0,6.193,145.1,1.506,115.7,28.41,1.506,0.497,3.1,0.007,0.201,0.63,338.9,12,6.87,0
"2023-02-21 01:00:00",7215,13.74,15.01,7.455,78.23,1024,0.539,127,45.44,2.06,0,0,0,6.207,0,0,6.207,0.006,0,0.006,6.056,0,6.056,144.3,0.849,123.5,39.67,0.849,0.411,2.33,0.041,0.17,0.73,338.5,11.24,6.001,0
"2023-02-21 02:00:00",7216,13.74,14.35,6.603,81.7,1023,0.351,62.75,68.64,1.45,0,0,0,6.238,0,0,6.238,0.006,0,0.006,6.083,0,6.083,139.3,0.434,35.52,62.16,0.428,0.218,1.55,-0.036,0.1,0.5,338.2,10.76,4.996,0
"2023-02-21 03:00:00",7217,13.74,13.72,5.682,84.7,1023,0.268,23.84,77.65,0.88,0,0,0,6.259,0,0,6.259,0.006,0,0.006,6.098,0,6.098,131.5,0.407,296.9,59.95,0.394,0.234,1.02,-0.044,0.07,0.24,337.7,9.92,3.875,0
"2023-02-21 04:00:00",7218,13.74,13.06,5.445,86.4,1023,0.632,107.3,56.3,1.86,0,0,0,6.301,0,0,6.301,0.006,0,0.006,6.138,0,6.138,122,0.878,113.9,57.2,0.876,0.522,2.54,0.007,0.146,0.61,337.5,9.56,4.705,0
"2023-02-21 05:00:00",7219,13.77,12.42,5.845,85.4,1023,0.878,120.7,21.15,1.97,0,0,0,6.203,0,0,6.203,0.006,0,0.006,6.045,0,6.045,111.7,1.257,115.9,19.01,1.257,0.409,2.46,0.011,0.192,0.66,337.4,9.5,4.317,0
"2023-02-21 06:00:00",7220,13.79,11.92,5.303,87,1023,1.176,149.9,40.3,3.64,0,0,0,6.171,0,0,6.171,0.006,0,0.006,6.011,0,6.011,101.1,1.941,156.4,17.73,1.941,0.661,4.33,0.099,0.262,1.03,337,8.85,3.941,0
"2023-02-21 07:00:00",7221,13.81,11.41,5.29,85.2,1022,1.336,156.3,58.43,3.95,0,4.335,0.004334608,9.61,1.162,0.072,9.53,0.01,0.001,0.01,10.98,10.79,10.71,90.5,2.346,162.4,21.76,2.346,0.961,4.66,0.075,0.377,1.32,337,8.72,3.887,0
"2023-02-21 08:00:00",7222,13.81,11.07,5.705,85.4,1022,1.494,157.5,57.03,5.41,0,108.2,0.1081718,101.3,290.4,56.28,45,0.101,0.29,0.045,98.5,307.5,39.12,80.7,2.645,165,22.45,2.645,1.05,5.5,0.075,0.436,1.67,336.1,7.326,5.497,0
"2023-02-21 09:00:00",7223,13.81,11.04,7.755,76.66,1022,1.489,142.9,31.84,4.42,0,272.6,0.2725962,269.2,614.2,193.6,75.62,0.269,0.614,0.076,261.4,632.9,61.9,71.74,2.352,147.1,20.78,2.352,0.867,4.84,0.076,0.357,1.26,336.1,7.238,7.914,0
"2023-02-21 10:00:00",7224,13.79,11.95,10.19,67.69,1022,1.385,140,36.25,4.01,0,423.9,0.4239101,412,724.6,315.8,96.2,0.412,0.725,0.096,404.3,748.6,78.01,64.2,2.591,146.9,19.63,2.591,0.94,4.76,0.072,0.366,1.75,337.2,9.14,11.22,0
"2023-02-21 11:00:00",7225,13.73,14.84,13.7,53.99,1021,0.669,78.63,94.4,1.97,0,505.8,0.5057955,489.4,679.2,352,137.4,0.489,0.679,0.137,483.9,707.2,117.4,58.75,0.903,111.5,79.7,0.898,0.462,2.44,0.064,0.3,1.11,338.2,10.78,14.35,0
"2023-02-21 12:00:00",7226,13.64,18.47,14.59,52.02,1020,1.389,344.4,54.72,4.24,0,565.4,0.5654092,538.1,717,400.6,137.5,0.538,0.717,0.138,533.5,746.2,116.6,56.06,1.949,315.9,41.05,1.943,1.034,4.25,-0.105,0.409,1.06,339.2,12.58,14.23,0
"2023-02-21 13:00:00",7227,13.61,21.15,14.96,53.84,1019,2.376,340.3,40.93,7.4,0,538.1,0.5381326,508,632.7,349.2,158.8,0.508,0.633,0.159,503.6,661.7,138.5,56.56,3.662,307.6,23.49,3.662,1.533,8.65,-0.171,0.549,1.96,340.3,14.37,14.74,0
"2023-02-21 14:00:00",7228,13.59,22.57,15.48,56.24,1018,3.257,340.8,35.83,8.47,0,508.9,0.5089433,483.2,689,342.5,140.8,0.483,0.689,0.141,478,718.4,120.9,60.16,4.937,308.8,20.23,4.937,1.988,8.87,-0.309,0.669,1.78,341,15.53,16.03,0
"2023-02-21 15:00:00",7229,13.56,23.6,15.69,57.48,1017,3.334,339.3,35.37,9.25,0,353,0.3529577,342,505,205.9,136.1,0.342,0.505,0.136,336.3,530.9,120,66.33,5.723,307.1,13.8,5.723,1.632,9.33,-0.242,0.631,2.39,341.3,16.08,15.58,0
"2023-02-21 16:00:00",7230,13.54,23.66,15.23,60.04,1016,3.344,348.4,39.31,9.62,0,227.1,0.2271299,224.3,398,104.4,119.9,0.224,0.398,0.12,218.5,421.4,107.9,74.38,5.137,309.7,16.25,5.137,1.591,9.05,-0.326,0.614,1.7,341.4,16.21,15.6,0
"2023-02-21 17:00:00",7231,13.55,23.12,14.23,64.19,1016,2.637,343.6,40.68,7.91,0,45.73,0.04572642,49.18,63.23,11.22,37.95,0.049,0.063,0.038,48.68,72.96,36.07,83.6,4.646,308.6,14.27,4.646,1.368,8.78,-0.255,0.498,1.14,341.5,16.39,13.78,0
"2023-02-21 18:00:00",7232,13.61,21.38,12.95,69.92,1017,2.337,338.3,39.14,6.86,0,0.801,0.0008005953,6.701,0,0,6.701,0.007,0,0.007,8,6.318,7.913,93.7,3.827,305.1,12.12,3.827,0.996,7.11,-0.125,0.454,1.21,341.2,15.83,12.46,0
"2023-02-21 19:00:00",7233,13.63,19.73,11.78,73.9,1017,2.398,334.5,31.98,5.66,0,0,0,6.428,0,0,6.428,0.006,0,0.006,6.294,0,6.294,104.3,3.677,305.1,11,3.677,0.933,6.11,-0.136,0.357,0.85,340.7,14.95,11.26,0
"2023-02-21 20:00:00",7234,13.64,18.54,10.72,76.99,1017,2.239,335.9,39.99,5.12,0,0,0,6.361,0,0,6.361,0.006,0,0.006,6.223,0,6.223,114.8,3.596,302.2,11.1,3.596,0.902,5.81,-0.135,0.359,1.03,340.1,14.09,10.19,0
"2023-02-21 21:00:00",7235,13.66,17.54,9.96,80,1018,2.261,332.3,38.53,6.81,0,0,0,6.317,0,0,6.317,0.006,0,0.006,6.176,0,6.176,124.9,3.362,304.9,14.51,3.362,1.382,6.48,-0.124,0.353,1.06,339.7,13.41,9.33,0
"2023-02-21 22:00:00",7236,13.67,16.7,9.14,82.7,1018,1.423,335.3,39.47,3.71,0,0,0,6.348,0,0,6.348,0.006,0,0.006,6.203,0,6.203,133.9,1.984,306.2,17.78,1.984,0.729,4.26,-0.051,0.271,0.87,339.4,12.8,8.59,0
"2023-02-21 23:00:00",7237,13.68,15.98,8.37,85.4,1018,0.599,328.7,92.6,2.14,0,0,0,6.327,0,0,6.327,0.006,0,0.006,6.178,0,6.178,141,0.687,290.5,74.2,0.683,0.395,2.28,-0.033,0.137,0.44,339.2,12.46,7.712,0
"2023-02-22 00:00:00",7238,13.74,15.28,7.731,86.2,1017,0.365,105.1,39.35,0.97,0,0,0,6.295,0,0,6.295,0.006,0,0.006,6.144,0,6.144,144.7,0.506,93.4,39.02,0.505,0.201,1.01,0,0.116,0.44,338.9,11.97,6.449,0
"2023-02-22 01:00:00",7239,13.74,14.58,6.585,89.5,1017,0.483,328.9,66.36,1.71,0,0,0,6.312,0,0,6.312,0.006,0,0.006,6.154,0,6.154,144,0.693,304.1,40.69,0.691,0.32,1.85,-0.06,0.127,0.43,338.1,10.64,5.508,0
"2023-02-22 02:00:00",7240,13.74,13.87,6.007,92,1017,0.41,207.4,81.2,1.6,0,0,0,6.219,0,0,6.219,0.006,0,0.006,6.06,0,6.06,139,0.572,237.9,64.43,0.569,0.389,2.22,-0.063,0.162,0.36,337.6,9.78,5.112,0
"2023-02-22 03:00:00",7241,13.74,13.22,5.555,94.6,1017,0.346,327.9,80.1,1.17,0,0,0,6.25,0,0,6.25,0.006,0,0.006,6.089,0,6.089,131.2,0.419,293.5,50.87,0.409,0.21,1.27,-0.041,0.104,0.29,337.5,9.56,4.452,0
"2023-02-22 04:00:00",7242,13.74,12.66,5.521,95.1,1017,0.578,79.99,61.48,1.4,0,0,0,6.223,0,0,6.223,0.006,0,0.006,6.063,0,6.063,121.7,0.733,81.2,56.27,0.731,0.285,1.56,-0.032,0.129,0.46,337.4,9.5,4.87,0
"2023-02-22 05:00:00",7243,13.75,12.17,5.895,89.8,1017,0.605,128.6,41.47,1.72,0,0,0,6.182,0,0,6.182,0.006,0,0.006,6.024,0,6.024,111.4,0.998,126.2,34.6,0.998,0.377,2.16,0.012,0.163,0.74,337.5,9.64,4.87,0
"2023-02-22 06:00:00",7244,13.78,11.82,5.372,90,1017,0.498,163.3,71.31,1.73,0,0,0,6.175,0,0,6.175,0.006,0,0.006,6.015,0,6.015,100.8,0.774,179.6,50.51,0.768,0.474,2.35,-0.017,0.169,0.76,337.2,9.11,3.944,0
"2023-02-22 07:00:00",7245,13.81,11.58,5.491,89.8,1017,0.55,148.2,54.23,1.97,0,6.058,0.006058172,10.14,1.688,0.11,10.03,0.01,0.002,0.01,11.87,8.58,11.59,90.2,0.828,147.7,39.21,0.828,0.389,2.12,0.003,0.171,0.52,337.1,8.98,4.622,0
"2023-02-22 08:00:00",7246,13.81,11.57,6.086,89,1017,0.871,153.7,50.67,2.78,0,55.47,0.0554701,52.25,2.272,0.354,51.9,0.052,0.002,0.052,50.59,4.626,49.82,80.4,1.365,154.8,35.83,1.362,0.735,4.39,-0.02,0.256,1.04,337.1,8.9,5.76,0
"2023-02-22 09:00:00",7247,13.79,11.92,7.186,86.2,1018,0.603,133.8,69.59,2.18,0,118.8,0.1188204,103.4,0.293,0.076,103.3,0.103,0,0.103,100.2,1.947,99.7,71.43,0.948,140.2,44.71,0.943,0.514,2.69,-0.004,0.22,0.64,337.2,9.08,7.022,0
"2023-02-22 10:00:00",7248,13.78,12.65,8.05,83.4,1018,0.439,99.6,86.1,1.95,0,102,0.1019868,87.4,0.12,0.053,87.4,0.087,0,0.087,85.5,1.491,84.8,63.86,0.747,110.9,74.4,0.745,0.481,2.49,0.012,0.225,0.69,337.6,9.81,7.837,0
"2023-02-22 11:00:00",7249,13.76,13.37,8.71,81.4,1018,0.561,146.4,71.66,2.01,0,113.4,0.1134129,97.2,0.015,0.007,97.2,0.097,0,0.097,95.6,1.172,95,58.39,0.974,141.7,42.53,0.974,0.494,2.91,-0.011,0.22,0.67,338,10.41,8.85,0
"2023-02-22 12:00:00",7250,13.74,14.03,9.49,77.5,1017,0.488,235.3,72.17,1.53,0,117.7,0.117651,100.5,0.02,0.011,100.5,0.1,0,0.1,99,1.319,98.3,55.7,0.597,187,77.1,0.594,0.32,1.98,-0.034,0.191,0.48,338.4,11.07,9.33,0
"2023-02-22 13:00:00",7251,13.74,14.75,10.46,73.01,1017,0.449,80.4,90.6,1.38,0,171.3,0.1713253,141.9,0,0,141.9,0.142,0,0.142,139.9,1.199,139.3,56.21,0.602,104.3,57.71,0.601,0.297,1.57,0.024,0.219,0.81,338.6,11.53,10.71,0
"2023-02-22 14:00:00",7252,13.71,15.74,11.57,69.97,1016,0.537,334.6,74.05,1.6,0,177.7,0.1777102,150,0.104,0.053,150,0.15,0,0.15,147.7,1.425,147,59.83,0.681,343,71.17,0.677,0.349,1.93,0.027,0.21,0.77,339.1,12.34,11.87,0
